id,name,state,time_zone
02130,KETCHIKAN GATEWAY,AK,AlaskaPrevailing
02150,KODIAK ISLAND,AK,AlaskaPrevailing
02158,KUSILVAK,AK,AlaskaPrevailing
02164,LAKE AND PENINSULA,AK,AlaskaPrevailing
02170,MATANUSKA-SUSITNA,AK,AlaskaPrevailing
02180,NOME,AK,AlaskaPrevailing
02185,NORTH SLOPE,AK,AlaskaPrevailing
02188,NORTHWEST ARCTIC,AK,AlaskaPrevailing
02195,PETERSBURG,AK,AlaskaPrevailing
02198,PRINCE OF WALES-HYDER,AK,AlaskaPrevailing
02220,SITKA,AK,AlaskaPrevailing
02230,SKAGWAY,AK,AlaskaPrevailing
02240,SOUTHEAST FAIRBANKS,AK,AlaskaPrevailing
02261,VALDEZ-CORDOVA,AK,AlaskaPrevailing
02275,WRANGELL,AK,AlaskaPrevailing
02282,YAKUTAT,AK,AlaskaPrevailing
02290,YUKON-KOYUKUK,AK,AlaskaPrevailing
04001,APACHE,AZ,MountainStandard
04003,COCHISE,AZ,MountainStandard
04005,COCONINO,AZ,MountainStandard
04007,GILA,AZ,MountainStandard
04009,GRAHAM,AZ,MountainStandard
04011,GREENLEE,AZ,MountainStandard
04012,LAPAZ,AZ,MountainStandard
04013,MARICOPA,AZ,MountainStandard
04015,MOHAVE,AZ,MountainStandard
04017,NAVAJO,AZ,MountainPrevailing
04019,PIMA,AZ,MountainStandard
04021,PINAL,AZ,MountainStandard
04023,SANTA CRUZ,AZ,MountainStandard
04025,YAVAPAI,AZ,MountainStandard
04027,YUMA,AZ,MountainStandard
05001,ARKANSAS,AR,CentralPrevailing
05003,ASHLEY,AR,CentralPrevailing
05005,BAXTER,AR,CentralPrevailing
05007,BENTON,AR,CentralPrevailing
05009,BOONE,AR,CentralPrevailing
05011,BRADLEY,AR,CentralPrevailing
05013,CALHOUN,AR,CentralPrevailing
05015,CARROLL,AR,CentralPrevailing
05017,CHICOT,AR,CentralPrevailing
05019,CLARK,AR,CentralPrevailing
05021,CLAY,AR,CentralPrevailing
05023,CLEBURNE,AR,CentralPrevailing
05025,CLEVELAND,AR,CentralPrevailing
05027,COLUMBIA,AR,CentralPrevailing
05029,CONWAY,AR,CentralPrevailing
05031,CRAIGHEAD,AR,CentralPrevailing
05033,CRAWFORD,AR,CentralPrevailing
05035,CRITTENDEN,AR,CentralPrevailing
05037,CROSS,AR,CentralPrevailing
05039,DALLAS,AR,CentralPrevailing
05041,DESHA,AR,CentralPrevailing
05043,DREW,AR,CentralPrevailing
05045,FAULKNER,AR,CentralPrevailing
05047,FRANKLIN,AR,CentralPrevailing
05049,FULTON,AR,CentralPrevailing
05051,GARLAND,AR,CentralPrevailing
05053,GRANT,AR,CentralPrevailing
05055,GREENE,AR,CentralPrevailing
05057,HEMPSTEAD,AR,CentralPrevailing
05059,HOT SPRING,AR,CentralPrevailing
05061,HOWARD,AR,CentralPrevailing
05063,INDEPENDENCE,AR,CentralPrevailing
05065,IZARD,AR,CentralPrevailing
05067,JACKSON,AR,CentralPrevailing
05069,JEFFERSON,AR,CentralPrevailing
05071,JOHNSON,AR,CentralPrevailing
05073,LAFAYETTE,AR,CentralPrevailing
05075,LAWRENCE,AR,CentralPrevailing
05077,LEE,AR,CentralPrevailing
05079,LINCOLN,AR,CentralPrevailing
05081,LITTLE RIVER,AR,CentralPrevailing
05083,LOGAN,AR,CentralPrevailing
05085,LONOKE,AR,CentralPrevailing
05087,MADISON,AR,CentralPrevailing
05089,MARION,AR,CentralPrevailing
05091,MILLER,AR,CentralPrevailing
05093,MISSISSIPPI,AR,CentralPrevailing
05095,MONROE,AR,CentralPrevailing
05097,MONTGOMERY,AR,CentralPrevailing
05099,NEVADA,AR,CentralPrevailing
05101,NEWTON,AR,CentralPrevailing
05103,OUACHITA,AR,CentralPrevailing
05105,PERRY,AR,CentralPrevailing
05107,PHILLIPS,AR,CentralPrevailing
05109,PIKE,AR,CentralPrevailing
05111,POINSETT,AR,CentralPrevailing
05113,POLK,AR,CentralPrevailing
05115,POPE,AR,CentralPrevailing
05117,PRAIRIE,AR,CentralPrevailing
05119,PULASKI,AR,CentralPrevailing
05121,RANDOLPH,AR,CentralPrevailing
05123,SAINT FRANCIS,AR,CentralPrevailing
05125,SALINE,AR,CentralPrevailing
05127,SCOTT,AR,CentralPrevailing
05129,SEARCY,AR,CentralPrevailing
05131,SEBASTIAN,AR,CentralPrevailing
05133,SEVIER,AR,CentralPrevailing
05135,SHARP,AR,CentralPrevailing
05137,STONE,AR,CentralPrevailing
05139,UNION,AR,CentralPrevailing
05141,VAN BUREN,AR,CentralPrevailing
05143,WASHINGTON,AR,CentralPrevailing
05145,WHITE,AR,CentralPrevailing
05147,WOODRUFF,AR,CentralPrevailing
05149,YELL,AR,CentralPrevailing
06001,ALAMEDA,CA,PacificPrevailing
06003,ALPINE,CA,PacificPrevailing
06005,AMADOR,CA,PacificPrevailing
06007,BUTTE,CA,PacificPrevailing
06009,CALAVERAS,CA,PacificPrevailing
06011,COLUSA,CA,PacificPrevailing
06013,CONTRA COSTA,CA,PacificPrevailing
06015,DEL NORTE,CA,PacificPrevailing
06017,EL DORADO,CA,PacificPrevailing
06019,FRESNO,CA,PacificPrevailing
06021,GLENN,CA,PacificPrevailing
06023,HUMBOLDT,CA,PacificPrevailing
06025,IMPERIAL,CA,PacificPrevailing
06027,INYO,CA,PacificPrevailing
06029,KERN,CA,PacificPrevailing
06031,KINGS,CA,PacificPrevailing
06033,LAKE,CA,PacificPrevailing
06035,LASSEN,CA,PacificPrevailing
06037,LOS ANGELES,CA,PacificPrevailing
06039,MADERA,CA,PacificPrevailing
06041,MARIN,CA,PacificPrevailing
06043,MARIPOSA,CA,PacificPrevailing
06045,MENDOCINO,CA,PacificPrevailing
06047,MERCED,CA,PacificPrevailing
06049,MODOC,CA,PacificPrevailing
06051,MONO,CA,PacificPrevailing
06053,MONTEREY,CA,PacificPrevailing
06055,NAPA,CA,PacificPrevailing
06057,NEVADA,CA,PacificPrevailing
06059,ORANGE,CA,PacificPrevailing
06061,PLACER,CA,PacificPrevailing
06063,PLUMAS,CA,PacificPrevailing
06065,RIVERSIDE,CA,PacificPrevailing
06067,SACRAMENTO,CA,PacificPrevailing
06069,SAN BENITO,CA,PacificPrevailing
06071,SAN BERNARDINO,CA,PacificPrevailing
06073,SAN DIEGO,CA,PacificPrevailing
06075,SAN FRANCISCO,CA,PacificPrevailing
06077,SAN JOAQUIN,CA,PacificPrevailing
06079,SAN LUIS OBISPO,CA,PacificPrevailing
06081,SAN MATEO,CA,PacificPrevailing
06083,SANTA BARBARA,CA,PacificPrevailing
06085,SANTA CLARA,CA,PacificPrevailing
06087,SANTA CRUZ,CA,PacificPrevailing
06089,SHASTA,CA,PacificPrevailing
06091,SIERRA,CA,PacificPrevailing
06093,SISKIYOU,CA,PacificPrevailing
06095,SOLANO,CA,PacificPrevailing
06097,SONOMA,CA,PacificPrevailing
06099,STANISLAUS,CA,PacificPrevailing
06101,SUTTER,CA,PacificPrevailing
06103,TEHAMA,CA,PacificPrevailing
06105,TRINITY,CA,PacificPrevailing
06107,TULARE,CA,PacificPrevailing
06109,TUOLUMNE,CA,PacificPrevailing
06111,VENTURA,CA,PacificPrevailing
06113,YOLO,CA,PacificPrevailing
06115,YUBA,CA,PacificPrevailing
08001,ADAMS,CO,MountainPrevailing
08003,ALAMOSA,CO,MountainPrevailing
08005,ARAPAHOE,CO,MountainPrevailing
08007,ARCHULETA,CO,MountainPrevailing
08009,BACA,CO,MountainPrevailing
08011,BENT,CO,MountainPrevailing
08013,BOULDER,CO,MountainPrevailing
08014,BROOMFIELD,CO,MountainPrevailing
08015,CHAFFEE,CO,MountainPrevailing
08017,CHEYENNE,CO,MountainPrevailing
08019,CLEAR CREEK,CO,MountainPrevailing
08021,CONEJOS,CO,MountainPrevailing
08023,COSTILLA,CO,MountainPrevailing
08025,CROWLEY,CO,MountainPrevailing
08027,CUSTER,CO,MountainPrevailing
08029,DELTA,CO,MountainPrevailing
08031,DENVER,CO,MountainPrevailing
08033,DOLORES,CO,MountainPrevailing
08035,DOUGLAS,CO,MountainPrevailing
08037,EAGLE,CO,MountainPrevailing
08039,ELBERT,CO,MountainPrevailing
08041,EL PASO,CO,MountainPrevailing
08043,FREMONT,CO,MountainPrevailing
08045,GARFIELD,CO,MountainPrevailing
08047,GILPIN,CO,MountainPrevailing
08049,GRAND,CO,MountainPrevailing
08051,GUNNISON,CO,MountainPrevailing
08053,HINSDALE,CO,MountainPrevailing
08055,HUERFANO,CO,MountainPrevailing
08057,JACKSON,CO,MountainPrevailing
08059,JEFFERSON,CO,MountainPrevailing
08061,KIOWA,CO,MountainPrevailing
08063,KIT CARSON,CO,MountainPrevailing
08065,LAKE,CO,MountainPrevailing
08067,LAPLATA,CO,MountainPrevailing
08069,LARIMER,CO,MountainPrevailing
08071,LAS ANIMAS,CO,MountainPrevailing
08073,LINCOLN,CO,MountainPrevailing
08075,LOGAN,CO,MountainPrevailing
08077,MESA,CO,MountainPrevailing
08079,MINERAL,CO,MountainPrevailing
08081,MOFFAT,CO,MountainPrevailing
08083,MONTEZUMA,CO,MountainPrevailing
08085,MONTROSE,CO,MountainPrevailing
08087,MORGAN,CO,MountainPrevailing
08089,OTERO,CO,MountainPrevailing
08091,OURAY,CO,MountainPrevailing
08093,PARK,CO,MountainPrevailing
08095,PHILLIPS,CO,MountainPrevailing
08097,PITKIN,CO,MountainPrevailing
08099,PROWERS,CO,MountainPrevailing
08101,PUEBLO,CO,MountainPrevailing
08103,RIO BLANCO,CO,MountainPrevailing
08105,RIO GRANDE,CO,MountainPrevailing
08107,ROUTT,CO,MountainPrevailing
08109,SAGUACHE,CO,MountainPrevailing
08111,SAN JUAN,CO,MountainPrevailing
08113,SAN MIGUEL,CO,MountainPrevailing
08115,SEDGWICK,CO,MountainPrevailing
08117,SUMMIT,CO,MountainPrevailing
08119,TELLER,CO,MountainPrevailing
08121,WASHINGTON,CO,MountainPrevailing
08123,WELD,CO,MountainPrevailing
08125,YUMA,CO,MountainPrevailing
09001,FAIRFIELD,CT,EasternPrevailing
09003,HARTFORD,CT,EasternPrevailing
09005,LITCHFIELD,CT,EasternPrevailing
09007,MIDDLESEX,CT,EasternPrevailing
09009,NEW HAVEN,CT,EasternPrevailing
09011,NEW LONDON,CT,EasternPrevailing
09013,TOLLAND,CT,EasternPrevailing
09015,WINDHAM,CT,EasternPrevailing
10001,KENT,DE,EasternPrevailing
10003,NEW CASTLE,DE,EasternPrevailing
10005,SUSSEX,DE,EasternPrevailing
11001,DISTRICT OF COLUMBIA,DC,EasternPrevailing
12001,ALACHUA,FL,EasternPrevailing
12003,BAKER,FL,EasternPrevailing
12005,BAY,FL,CentralPrevailing
12007,BRADFORD,FL,EasternPrevailing
12009,BREVARD,FL,EasternPrevailing
12011,BROWARD,FL,EasternPrevailing
12013,CALHOUN,FL,CentralPrevailing
12015,CHARLOTTE,FL,EasternPrevailing
12017,CITRUS,FL,EasternPrevailing
12019,CLAY,FL,EasternPrevailing
12021,COLLIER,FL,EasternPrevailing
12023,COLUMBIA,FL,EasternPrevailing
12027,DESOTO,FL,EasternPrevailing
12029,DIXIE,FL,EasternPrevailing
12031,DUVAL,FL,EasternPrevailing
12033,ESCAMBIA,FL,CentralPrevailing
12035,FLAGLER,FL,EasternPrevailing
12037,FRANKLIN,FL,EasternPrevailing
12039,GADSDEN,FL,EasternPrevailing
12041,GILCHRIST,FL,EasternPrevailing
12043,GLADES,FL,EasternPrevailing
12045,GULF,FL,CentralPrevailing
12047,HAMILTON,FL,EasternPrevailing
12049,HARDEE,FL,EasternPrevailing
12051,HENDRY,FL,EasternPrevailing
12053,HERNANDO,FL,EasternPrevailing
12055,HIGHLANDS,FL,EasternPrevailing
12057,HILLSBOROUGH,FL,EasternPrevailing
12059,HOLMES,FL,CentralPrevailing
12061,INDIAN RIVER,FL,EasternPrevailing
12063,JACKSON,FL,CentralPrevailing
12065,JEFFERSON,FL,EasternPrevailing
12067,LAFAYETTE,FL,EasternPrevailing
12069,LAKE,FL,EasternPrevailing
12071,LEE,FL,EasternPrevailing
12073,LEON,FL,EasternPrevailing
12075,LEVY,FL,EasternPrevailing
12077,LIBERTY,FL,EasternPrevailing
12079,MADISON,FL,EasternPrevailing
12081,MANATEE,FL,EasternPrevailing
12083,MARION,FL,EasternPrevailing
12085,MARTIN,FL,EasternPrevailing
12086,MIAMI-DADE,FL,EasternPrevailing
12087,MONROE,FL,EasternPrevailing
12089,NASSAU,FL,EasternPrevailing
12091,OKALOOSA,FL,CentralPrevailing
12093,OKEECHOBEE,FL,EasternPrevailing
12095,ORANGE,FL,EasternPrevailing
12097,OSCEOLA,FL,EasternPrevailing
12099,PALM BEACH,FL,EasternPrevailing
12101,PASCO,FL,EasternPrevailing
12103,PINELLAS,FL,EasternPrevailing
12105,POLK,FL,EasternPrevailing
12107,PUTNAM,FL,EasternPrevailing
12109,SAINT JOHNS,FL,EasternPrevailing
12111,SAINT LUCIE,FL,EasternPrevailing
12113,SANTA ROSA,FL,CentralPrevailing
12115,SARASOTA,FL,EasternPrevailing
12117,SEMINOLE,FL,EasternPrevailing
12119,SUMTER,FL,EasternPrevailing
12121,SUWANNEE,FL,EasternPrevailing
12123,TAYLOR,FL,EasternPrevailing
12125,UNION,FL,EasternPrevailing
12127,VOLUSIA,FL,EasternPrevailing
12129,WAKULLA,FL,EasternPrevailing
12131,WALTON,FL,CentralPrevailing
12133,WASHINGTON,FL,CentralPrevailing
13001,APPLING,GA,EasternPrevailing
13003,ATKINSON,GA,EasternPrevailing
13005,BACON,GA,EasternPrevailing
13007,BAKER,GA,EasternPrevailing
13009,BALDWIN,GA,EasternPrevailing
13011,BANKS,GA,EasternPrevailing
13013,BARROW,GA,EasternPrevailing
13015,BARTOW,GA,EasternPrevailing
13017,BEN HILL,GA,EasternPrevailing
13019,BERRIEN,GA,EasternPrevailing
13021,BIBB,GA,EasternPrevailing
13023,BLECKLEY,GA,EasternPrevailing
13025,BRANTLEY,GA,EasternPrevailing
13027,BROOKS,GA,EasternPrevailing
13029,BRYAN,GA,EasternPrevailing
13031,BULLOCH,GA,EasternPrevailing
13033,BURKE,GA,EasternPrevailing
13035,BUTTS,GA,EasternPrevailing
13037,CALHOUN,GA,EasternPrevailing
13039,CAMDEN,GA,EasternPrevailing
13043,CANDLER,GA,EasternPrevailing
13045,CARROLL,GA,EasternPrevailing
13047,CATOOSA,GA,EasternPrevailing
13049,CHARLTON,GA,EasternPrevailing
13051,CHATHAM,GA,EasternPrevailing
13053,CHATTAHOOCHEE,GA,EasternPrevailing
13055,CHATTOOGA,GA,EasternPrevailing
13057,CHEROKEE,GA,EasternPrevailing
13059,CLARKE,GA,EasternPrevailing
13061,CLAY,GA,EasternPrevailing
13063,CLAYTON,GA,EasternPrevailing
13065,CLINCH,GA,EasternPrevailing
13067,COBB,GA,EasternPrevailing
13069,COFFEE,GA,EasternPrevailing
13071,COLQUITT,GA,EasternPrevailing
13073,COLUMBIA,GA,EasternPrevailing
13075,COOK,GA,EasternPrevailing
13077,COWETA,GA,EasternPrevailing
13079,CRAWFORD,GA,EasternPrevailing
13081,CRISP,GA,EasternPrevailing
13083,DADE,GA,EasternPrevailing
13085,DAWSON,GA,EasternPrevailing
13087,DECATUR,GA,EasternPrevailing
13089,DEKALB,GA,EasternPrevailing
13091,DODGE,GA,EasternPrevailing
13093,DOOLY,GA,EasternPrevailing
13095,DOUGHERTY,GA,EasternPrevailing
13097,DOUGLAS,GA,EasternPrevailing
13099,EARLY,GA,EasternPrevailing
13101,ECHOLS,GA,EasternPrevailing
13103,EFFINGHAM,GA,EasternPrevailing
13105,ELBERT,GA,EasternPrevailing
13107,EMANUEL,GA,EasternPrevailing
13109,EVANS,GA,EasternPrevailing
13111,FANNIN,GA,EasternPrevailing
13113,FAYETTE,GA,EasternPrevailing
13115,FLOYD,GA,EasternPrevailing
13117,FORSYTH,GA,EasternPrevailing
13119,FRANKLIN,GA,EasternPrevailing
13121,FULTON,GA,EasternPrevailing
13123,GILMER,GA,EasternPrevailing
13125,GLASCOCK,GA,EasternPrevailing
13127,GLYNN,GA,EasternPrevailing
13129,GORDON,GA,EasternPrevailing
13131,GRADY,GA,EasternPrevailing
13133,GREENE,GA,EasternPrevailing
13135,GWINNETT,GA,EasternPrevailing
13137,HABERSHAM,GA,EasternPrevailing
13139,HALL,GA,EasternPrevailing
13141,HANCOCK,GA,EasternPrevailing
13143,HARALSON,GA,EasternPrevailing
13145,HARRIS,GA,EasternPrevailing
13147,HART,GA,EasternPrevailing
13149,HEARD,GA,EasternPrevailing
13151,HENRY,GA,EasternPrevailing
13153,HOUSTON,GA,EasternPrevailing
13155,IRWIN,GA,EasternPrevailing
13157,JACKSON,GA,EasternPrevailing
13159,JASPER,GA,EasternPrevailing
13161,JEFF DAVIS,GA,EasternPrevailing
13163,JEFFERSON,GA,EasternPrevailing
13165,JENKINS,GA,EasternPrevailing
13167,JOHNSON,GA,EasternPrevailing
13169,JONES,GA,EasternPrevailing
13171,LAMAR,GA,EasternPrevailing
13173,LANIER,GA,EasternPrevailing
13175,LAURENS,GA,EasternPrevailing
13177,LEE,GA,EasternPrevailing
13179,LIBERTY,GA,EasternPrevailing
13181,LINCOLN,GA,EasternPrevailing
13183,LONG,GA,EasternPrevailing
13185,LOWNDES,GA,EasternPrevailing
13187,LUMPKIN,GA,EasternPrevailing
13189,MCDUFFIE,GA,EasternPrevailing
13191,MCINTOSH,GA,EasternPrevailing
13193,MACON,GA,EasternPrevailing
13195,MADISON,GA,EasternPrevailing
13197,MARION,GA,EasternPrevailing
13199,MERIWETHER,GA,EasternPrevailing
13201,MILLER,GA,EasternPrevailing
13205,MITCHELL,GA,EasternPrevailing
13207,MONROE,GA,EasternPrevailing
13209,MONTGOMERY,GA,EasternPrevailing
13211,MORGAN,GA,EasternPrevailing
13213,MURRAY,GA,EasternPrevailing
13215,MUSCOGEE,GA,EasternPrevailing
13217,NEWTON,GA,EasternPrevailing
13219,OCONEE,GA,EasternPrevailing
13221,OGLETHORPE,GA,EasternPrevailing
13223,PAULDING,GA,EasternPrevailing
13225,PEACH,GA,EasternPrevailing
13227,PICKENS,GA,EasternPrevailing
13229,PIERCE,GA,EasternPrevailing
13231,PIKE,GA,EasternPrevailing
13233,POLK,GA,EasternPrevailing
13235,PULASKI,GA,EasternPrevailing
13237,PUTNAM,GA,EasternPrevailing
13239,QUITMAN,GA,EasternPrevailing
13241,RABUN,GA,EasternPrevailing
13243,RANDOLPH,GA,EasternPrevailing
13245,RICHMOND,GA,EasternPrevailing
13247,ROCKDALE,GA,EasternPrevailing
13249,SCHLEY,GA,EasternPrevailing
13251,SCREVEN,GA,EasternPrevailing
13253,SEMINOLE,GA,EasternPrevailing
13255,SPALDING,GA,EasternPrevailing
13257,STEPHENS,GA,EasternPrevailing
13259,STEWART,GA,EasternPrevailing
13261,SUMTER,GA,EasternPrevailing
13263,TALBOT,GA,EasternPrevailing
13265,TALIAFERRO,GA,EasternPrevailing
13267,TATTNALL,GA,EasternPrevailing
13269,TAYLOR,GA,EasternPrevailing
13271,TELFAIR,GA,EasternPrevailing
13273,TERRELL,GA,EasternPrevailing
13275,THOMAS,GA,EasternPrevailing
13277,TIFT,GA,EasternPrevailing
13279,TOOMBS,GA,EasternPrevailing
13281,TOWNS,GA,EasternPrevailing
13283,TREUTLEN,GA,EasternPrevailing
13285,TROUP,GA,EasternPrevailing
13287,TURNER,GA,EasternPrevailing
13289,TWIGGS,GA,EasternPrevailing
13291,UNION,GA,EasternPrevailing
13293,UPSON,GA,EasternPrevailing
13295,WALKER,GA,EasternPrevailing
13297,WALTON,GA,EasternPrevailing
13299,WARE,GA,EasternPrevailing
13301,WARREN,GA,EasternPrevailing
13303,WASHINGTON,GA,EasternPrevailing
13305,WAYNE,GA,EasternPrevailing
13307,WEBSTER,GA,EasternPrevailing
13309,WHEELER,GA,EasternPrevailing
13311,WHITE,GA,EasternPrevailing
13313,WHITFIELD,GA,EasternPrevailing
13315,WILCOX,GA,EasternPrevailing
13317,WILKES,GA,EasternPrevailing
13319,WILKINSON,GA,EasternPrevailing
13321,WORTH,GA,EasternPrevailing
15001,HAWAII,HI,HawaiiAleutianStandard
15003,HONOLULU,HI,HawaiiAleutianStandard
15005,KALAWAO,HI,HawaiiAleutianStandard
15007,KAUAI,HI,HawaiiAleutianStandard
15009,MAUI,HI,HawaiiAleutianStandard
16001,ADA,ID,MountainPrevailing
16003,ADAMS,ID,MountainPrevailing
16005,BANNOCK,ID,MountainPrevailing
16007,BEAR LAKE,ID,MountainPrevailing
16009,BENEWAH,ID,PacificPrevailing
16011,BINGHAM,ID,MountainPrevailing
16013,BLAINE,ID,MountainPrevailing
16015,BOISE,ID,MountainPrevailing
16017,BONNER,ID,PacificPrevailing
16019,BONNEVILLE,ID,MountainPrevailing
16021,BOUNDARY,ID,PacificPrevailing
16023,BUTTE,ID,MountainPrevailing
16025,CAMAS,ID,MountainPrevailing
16027,CANYON,ID,MountainPrevailing
16029,CARIBOU,ID,MountainPrevailing
16031,CASSIA,ID,MountainPrevailing
16033,CLARK,ID,MountainPrevailing
16035,CLEARWATER,ID,PacificPrevailing
16037,CUSTER,ID,MountainPrevailing
16039,ELMORE,ID,MountainPrevailing
16041,FRANKLIN,ID,MountainPrevailing
16043,FREMONT,ID,MountainPrevailing
16045,GEM,ID,MountainPrevailing
16047,GOODING,ID,MountainPrevailing
16049,IDAHO,ID,PacificPrevailing
16051,JEFFERSON,ID,MountainPrevailing
16053,JEROME,ID,MountainPrevailing
16055,KOOTENAI,ID,PacificPrevailing
16057,LATAH,ID,PacificPrevailing
16059,LEMHI,ID,MountainPrevailing
16061,LEWIS,ID,PacificPrevailing
16063,LINCOLN,ID,MountainPrevailing
16065,MADISON,ID,MountainPrevailing
16067,MINIDOKA,ID,MountainPrevailing
16069,NEZ PERCE,ID,PacificPrevailing
16071,ONEIDA,ID,MountainPrevailing
16073,OWYHEE,ID,MountainPrevailing
16075,PAYETTE,ID,MountainPrevailing
16077,POWER,ID,MountainPrevailing
16079,SHOSHONE,ID,PacificPrevailing
16081,TETON,ID,MountainPrevailing
16083,TWIN FALLS,ID,MountainPrevailing
16085,VALLEY,ID,MountainPrevailing
16087,WASHINGTON,ID,MountainPrevailing
17001,ADAMS,IL,CentralPrevailing
17003,ALEXANDER,IL,CentralPrevailing
17005,BOND,IL,CentralPrevailing
17007,BOONE,IL,CentralPrevailing
17009,BROWN,IL,CentralPrevailing
17011,BUREAU,IL,CentralPrevailing
17013,CALHOUN,IL,CentralPrevailing
17015,CARROLL,IL,CentralPrevailing
17017,CASS,IL,CentralPrevailing
17019,CHAMPAIGN,IL,CentralPrevailing
17021,CHRISTIAN,IL,CentralPrevailing
17023,CLARK,IL,CentralPrevailing
17025,CLAY,IL,CentralPrevailing
17027,CLINTON,IL,CentralPrevailing
17029,COLES,IL,CentralPrevailing
17031,COOK,IL,CentralPrevailing
17033,CRAWFORD,IL,CentralPrevailing
17035,CUMBERLAND,IL,CentralPrevailing
17037,DEKALB,IL,CentralPrevailing
17039,DEWITT,IL,CentralPrevailing
17041,DOUGLAS,IL,CentralPrevailing
17043,DUPAGE,IL,CentralPrevailing
17045,EDGAR,IL,CentralPrevailing
17047,EDWARDS,IL,CentralPrevailing
17049,EFFINGHAM,IL,CentralPrevailing
17051,FAYETTE,IL,CentralPrevailing
17053,FORD,IL,CentralPrevailing
17055,FRANKLIN,IL,CentralPrevailing
17057,FULTON,IL,CentralPrevailing
17059,GALLATIN,IL,CentralPrevailing
17061,GREENE,IL,CentralPrevailing
17063,GRUNDY,IL,CentralPrevailing
17065,HAMILTON,IL,CentralPrevailing
17067,HANCOCK,IL,CentralPrevailing
17069,HARDIN,IL,CentralPrevailing
17071,HENDERSON,IL,CentralPrevailing
17073,HENRY,IL,CentralPrevailing
17075,IROQUOIS,IL,CentralPrevailing
17077,JACKSON,IL,CentralPrevailing
17079,JASPER,IL,CentralPrevailing
17081,JEFFERSON,IL,CentralPrevailing
17083,JERSEY,IL,CentralPrevailing
17085,JO DAVIESS,IL,CentralPrevailing
17087,JOHNSON,IL,CentralPrevailing
